,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
4299,FDZ23,17.75,Regular,0.067607749,Baking Goods,188.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,2796.36,14.8
4300,FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.7,OUT017,2007,,,Supermarket Type1,1765.0358,14.5
4301,FDJ56,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.7,OUT017,2007,,,Supermarket Type1,3295.71,11.8
4302,NCR54,16.35,low fat,0.091074449,Household,196.8,OUT017,2007,,,Supermarket Type1,3338.987,11.9
4303,DRF01,5.655,Low Fat,0.0,Soft Drinks,147.5,OUT046,1997,Small,Tier1,Supermarket Type1,1166.4816,12.6
4304,DRK12,9.5,Low Fat,0.041951439,Soft Drinks,32.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,865.54,14.1
4305,FDL58,5.78,Regular,0.074087369,Snack Foods,265.0,OUT013,1987,High,Tier 3,Supermarket Type1,6855.0768,14.3
4306,FDD44,8.05,Regular,0.0,Fruits and Vegetables,257.6,OUT013,1987,High,Tier 3,Supermarket Type1,5153.292,13.9
4307,FDT50,6.75,Regular,0.108679906,Dairy,95.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1246.3776,14.5
4308,DRM23,16.6,Low Fat,0.136500981,Hard Drinks,173.3,OUT017,2007,,,Supermarket Type1,4138.6128,13.7
4309,NCM31,6.095,Low Fat,0.081361288,Others,141.9,OUT045,2002,,,Supermarket Type1,2694.4926,12.2
4310,FDY21,15.1,Low Fat,0.0,Snack Foods,197.2,OUT010,1998,,,Grocery Store,196.411,13.8
4311,FDR22,19.35,Regular,0.018591464,Snack Foods,113.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,1342.2528,13.4
4312,NCV06,11.3,Low Fat,0.066952965,Household,192.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,3099.9648,13.8
4313,FDR45,10.8,Low Fat,0.029107004,Snack Foods,240.5,OUT017,2007,,,Supermarket Type1,4541.4218,13.9
4314,FDH60,19.7,Regular,0.0,Baking Goods,194.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,5106.686,14.0
4315,FDR08,,Low Fat,0.065872936,Fruits and Vegetables,113.2,OUT019,1985,Small,Tier1,Grocery Store,111.1886,14.8
4316,FDA47,10.5,Regular,0.117149075,Baking Goods,164.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1794.331,14.6
4317,FDS37,7.655,Low Fat,0.031994534,Canned,114.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1853.5872,14.5
4318,FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1625.8836,14.4
4319,FDP24,20.6,Low Fat,0.083004078,Baking Goods,119.5,OUT046,1997,Small,Tier1,Supermarket Type1,1090.5804,14.0
4320,FDU20,19.35,Regular,0.021490911,Fruits and Vegetables,122.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,2892.2352,14.1
4321,FDW44,9.5,Regular,0.058835928,Fruits and Vegetables,170.2,OUT010,1998,,,Grocery Store,170.4448,14.2
4322,FDY39,5.305,Regular,0.07871639,Meat,183.6,OUT010,1998,,,Grocery Store,551.2824,14.4
4323,DRD37,9.8,Low Fat,0.013869809,Soft Drinks,47.4,OUT045,2002,,,Supermarket Type1,978.726,14.2
4324,FDZ35,9.6,Regular,0.022274264,Breads,101.7,OUT035,2004,Small,Tier1,Supermarket Type1,2992.771,12.2
4325,FDB50,13.0,LF,0.153618566,Canned,79.7,OUT046,1997,Small,Tier1,Supermarket Type1,1480.0734,12.8
4326,FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,2862.94,11.4
4327,FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4,OUT017,2007,,,Supermarket Type1,681.7792,13.6
4328,FDL24,10.3,Regular,0.02494708,Baking Goods,172.3,OUT045,2002,,,Supermarket Type1,5690.5926,13.4
4329,FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2,OUT010,1998,,,Grocery Store,185.7582,12.4
4330,DRI03,6.03,Low Fat,0.022832115,Dairy,176.7,OUT017,2007,,,Supermarket Type1,1416.8224,11.8
4331,FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6,OUT046,1997,Small,Tier1,Supermarket Type1,5580.0698,14.4
4332,FDR20,20.0,Regular,0.028180789,Fruits and Vegetables,46.9,OUT045,2002,,,Supermarket Type1,905.488,12.2
4333,FDC50,15.85,Low Fat,0.136497913,Canned,96.3,OUT046,1997,Small,Tier1,Supermarket Type1,2856.282,13.9
4334,NCX05,15.2,Low Fat,0.162462044,Health and Hygiene,117.6,OUT010,1998,,?,Grocery Store,347.5476,13.5
4335,FDU23,12.15,Low Fat,0.0,Breads,164.7,OUT046,1997,Small,Tier1,Supermarket Type1,3962.8416,14.6
4336,FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6,OUT035,2004,Small,Tier1,Supermarket Type1,6040.1376,14.3
4337,FDQ51,,Regular,0.017466284,Meat,45.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,1323.6104,14.3
4338,FDH21,,Low Fat,0.031073804,Seafood,157.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,5704.5744,14.2
4339,DRZ11,8.85,Regular,0.113302223,Soft Drinks,125.1,OUT017,2007,,?,Supermarket Type1,1114.5492,14.2
4340,NCI43,19.85,Low Fat,0.025968706,Household,49.5,OUT046,1997,Small,Tier1,Supermarket Type1,1006.6896,13.5
4341,DRF03,19.1,Low Fat,0.045400017,Dairy,38.8,OUT045,2002,,?,Supermarket Type1,690.4346,12.2
4342,NCF30,17.0,Low Fat,0.126958147,Household,125.8,OUT017,2007,,?,Supermarket Type1,2516.724,14.3
4343,FDB12,11.15,Regular,0.105307659,Baking Goods,102.1,OUT046,1997,Small,Tier1,Supermarket Type1,1038.648,12.4
4344,FDW19,12.35,Regular,0.038500421,Fruits and Vegetables,110.8,OUT046,1997,Small,Tier1,Supermarket Type1,1208.427,14.0
4345,FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3,OUT045,2002,,?,Supermarket Type1,522.653,13.0
4346,FDY55,0.0,Low Fat,0.0,Fruits and Vegetables,255.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,9251.9568,13.5
4347,FDK40,7.035,Low Fat,0.0,Frozen Foods,263.3,OUT010,1998,,?,Grocery Store,525.982,14.1
4348,FDU11,4.785,Low Fat,0.09297084,Breads,122.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,2048.6666,13.5
4349,FDP33,0.0,Low Fat,0.088839949,Snack Foods,254.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,10993.6896,12.8
4350,FDN49,17.25,Regular,0.209600084,Breakfast,40.3,OUT010,1998,,?,Grocery Store,39.948,9.5
4351,FDR15,9.3,Regular,0.033505804,Meat,153.4,OUT045,2002,,?,Supermarket Type1,2482.1024,13.1
4352,FDO38,17.25,Low Fat,0.072986772,Canned,78.9,OUT045,2002,,?,Supermarket Type1,1635.8706,13.2
4353,DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.2,OUT017,2007,,?,Supermarket Type1,3383.5956,14.0
4354,NCU17,0.0,Low Fat,0.092433518,Health and Hygiene,101.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,1426.1436,14.3
4355,FDK22,9.8,Low Fat,0.026081567,Snack Foods,217.6,OUT035,2004,Small,Tier1,Supermarket Type1,4327.7,13.9
4356,DRP35,18.85,Low Fat,0.09079168,Hard Drinks,127.1,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408,12.4
4357,NCL29,9.695,Low Fat,0.113917889,Health and Hygiene,158.3,OUT035,2004,Small,Tier1,Supermarket Type1,2693.8268,13.3
4358,FDG53,10.0,Low Fat,0.045928229,Frozen Foods,138.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1957.452,12.7
4359,DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,14.0
4360,FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.7,OUT035,2004,Small,Tier1,Supermarket Type1,5438.9202,13.4
4361,NCJ30,5.82,Low Fat,0.134975628,Household,170.6,OUT010,1998,,?,Grocery Store,509.337,10.7
4362,FDZ04,9.31,Low Fat,0.037955094,Frozen Foods,62.2,OUT046,1997,Small,Tier1,Supermarket Type1,1201.769,13.5
4363,FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0,OUT045,2002,,?,Supermarket Type1,2564.6616,14.8
4364,FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1411.496,13.4
4365,DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.2,OUT045,2002,,?,Supermarket Type1,1291.652,13.5
4366,FDJ15,11.35,Regular,0.023358738,Dairy,184.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,4042.7376,12.7
4367,FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.1,OUT035,2004,Small,Tier1,Supermarket Type1,5201.2296,14.2
4368,NCG30,0.0,Low Fat,0.111777297,Household,124.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,2863.6058,12.7
4369,FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.9,OUT046,1997,Small,Tier1,Supermarket Type1,1078.596,9.8
4370,FDX57,17.25,Regular,0.047266211,Snack Foods,97.0,OUT046,1997,Small,Tier1,Supermarket Type1,1846.9292,14.4
4371,FDS40,15.35,Low Fat,0.01404119,Frozen Foods,38.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,476.047,14.3
4372,FDT08,13.65,LF,0.04917754,Fruits and Vegetables,151.8,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,14.0
4373,NCN29,15.2,Low Fat,0.020280476,Health and Hygiene,49.1,OUT010,1998,,?,Grocery Store,194.4136,14.4
4374,FDY27,6.38,Low Fat,0.031962866,Dairy,178.0,OUT045,2002,,,Supermarket Type1,535.3032,13.4
4375,NCR29,0.0,Low Fat,0.054376275,Health and Hygiene,56.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,2546.685,14.5
4376,FDZ02,6.905,Regular,0.063850971,Dairy,97.3,OUT010,1998,,,Grocery Store,195.7452,13.9
4377,FDP40,0.0,Regular,0.060154968,Frozen Foods,110.2,OUT019,1985,Small,Tier1,Grocery Store,111.8544,10.7
4378,FDE11,0.0,Regular,0.134441765,Starchy Foods,184.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,6478.234,14.0
4379,DRL35,15.7,Low Fat,0.03067808,Hard Drinks,44.8,OUT013,1987,High,Tier 3,Supermarket Type1,605.878,12.4
4380,FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0,OUT035,2004,Small,Tier1,Supermarket Type1,2976.7918,14.0
4381,FDO39,0.0,Regular,0.136701678,Meat,182.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,5880.3456,14.1
4382,FDG32,0.0,Low Fat,0.308145448,Fruits and Vegetables,222.1,OUT019,1985,Small,Tier1,Grocery Store,889.5088,13.7
4383,FDU50,0.0,Regular,0.074806196,Dairy,112.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,3435.528,11.6
4384,FDX24,8.355,low fat,0.013926425,Baking Goods,93.0,OUT035,2004,Small,Tier1,Supermarket Type1,1110.5544,12.5
4385,NCN43,12.15,Low Fat,0.006754117,Others,122.2,OUT013,1987,High,Tier 3,Supermarket Type1,2586.633,14.7
4386,FDK34,13.35,Low Fat,0.0,Snack Foods,238.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1906.8512,22.2
4387,NCN41,17.0,Low Fat,0.052209303,Health and Hygiene,122.4,OUT046,1997,Small,Tier1,Supermarket Type1,2586.633,14.2
4388,FDW16,17.35,Regular,0.041538713,Frozen Foods,93.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,1378.206,12.7
4389,FDP46,0.0,Low Fat,0.13064231,Snack Foods,88.4,OUT019,1985,Small,Tier1,Grocery Store,89.883,12.9
4390,NCD07,9.1,Low Fat,0.055382616,Household,115.1,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,14.6
4391,FDG44,6.13,Low Fat,0.0,Fruits and Vegetables,54.1,OUT046,1997,Small,Tier1,Supermarket Type1,1348.245,13.6
4392,FDC20,0.0,low fat,0.041970938,Fruits and Vegetables,55.4,OUT019,1985,Small,Tier1,Grocery Store,111.8544,14.7
4393,FDB23,19.2,reg,0.005583951,Starchy Foods,226.9,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124,13.7
4394,DRK59,8.895,Low Fat,0.075757177,Hard Drinks,233.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,937.4464,14.8
4395,FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,2458.1336,14.7
4396,FDB15,10.895,Low Fat,0.137368051,Dairy,264.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,4745.8224,13.8
4397,FDI56,0.0,Low Fat,0.092933158,Fruits and Vegetables,91.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,3466.1548,14.4
4398,NCQ17,10.3,LF,0.117593973,Health and Hygiene,154.5,OUT017,2007,,,Supermarket Type1,2503.408,14.0
4399,FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2,OUT017,2007,,,Supermarket Type1,3089.9778,14.4
4400,FDP40,4.555,Regular,0.034410585,Frozen Foods,111.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1342.2528,14.2
4401,NCR17,0.0,Low Fat,0.02426524,Health and Hygiene,114.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,3938.8728,14.8
4402,NCO53,16.2,Low Fat,0.176175402,Health and Hygiene,184.1,OUT017,2007,,,Supermarket Type1,2021.3688,13.8
4403,FDG38,8.975,Regular,0.088257771,Canned,84.1,OUT010,1998,,,Grocery Store,170.4448,11.9
4404,FDO01,21.1,Regular,0.020750867,Breakfast,128.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1927.491,14.1
4405,NCQ43,17.75,Low Fat,0.111527348,Others,110.3,OUT045,2002,,,Supermarket Type1,873.5296,14.6
4406,FDU47,12.8,Regular,0.114318263,Breads,142.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,421.4514,14.7
4407,FDZ02,6.905,Regular,0.038363204,Dairy,98.2,OUT017,2007,,,Supermarket Type1,587.2356,4.8
4408,FDS04,10.195,Regular,0.245483691,Frozen Foods,141.9,OUT010,1998,,,Grocery Store,280.9676,14.4
4409,FDQ31,5.785,Regular,0.053930934,Fruits and Vegetables,87.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,878.856,13.7
4410,FDT57,0.0,Low Fat,0.018942606,Snack Foods,236.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,6636.6944,12.9
4411,FDK50,7.96,Low Fat,0.028339599,Canned,162.5,OUT013,1987,High,Tier 3,Supermarket Type1,1779.6834,14.6
4412,FDB49,8.3,Regular,0.030151351,Baking Goods,98.7,OUT046,1997,Small,Tier1,Supermarket Type1,492.692,12.4
4413,FDN56,5.46,Regular,0.107274301,Fruits and Vegetables,145.6,OUT045,2002,,,Supermarket Type1,3900.9222,14.1
4414,FDU02,13.35,Low Fat,0.102670882,Dairy,228.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,3435.528,12.8
4415,FDK26,5.46,reg,0.032177405,Canned,185.4,OUT046,1997,Small,Tier1,Supermarket Type1,5219.872,14.6
4416,DRA24,0.0,Regular,0.039734882,Soft Drinks,165.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,4913.604,13.9
4417,FDF53,20.75,Regular,0.083536989,Frozen Foods,180.3,OUT013,1987,High,Tier 3,Supermarket Type1,4149.9314,14.2
4418,NCZ30,6.59,Low Fat,0.026225693,Household,119.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,2530.7058,14.4
4419,FDF14,7.55,Low Fat,0.0273235,Canned,151.9,OUT017,2007,,,Supermarket Type1,1837.608,14.2
4420,FDU40,20.85,Low Fat,0.03747983,Frozen Foods,192.7,OUT045,2002,,,Supermarket Type1,2131.2258,14.0
4421,NCL18,18.85,Low Fat,0.168531813,Household,192.5,OUT017,2007,,,Supermarket Type1,2916.204,14.7
4422,FDP25,15.2,Low Fat,0.021293909,Canned,218.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1528.6768,10.5
4423,NCV05,10.1,Low Fat,0.030269774,Health and Hygiene,152.5,OUT045,2002,,,Supermarket Type1,2934.8464,13.9
4424,FDV49,10.0,Low Fat,0.025822315,Canned,262.7,OUT035,2004,Small,Tier1,Supermarket Type1,3171.8712,14.0
4425,FDJ56,8.985,LF,0.183688161,Fruits and Vegetables,100.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,998.7,13.0
4426,FDI40,11.5,Regular,0.125579201,Frozen Foods,99.7,OUT035,2004,Small,Tier1,Supermarket Type1,1105.8938,12.5
4427,NCK05,,Low Fat,0.077079177,Health and Hygiene,61.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,918.804,14.0
4428,NCI43,19.85,Low Fat,0.026074491,Household,48.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,575.2512,14.1
4429,NCE42,21.1,Low Fat,0.010593469,Household,234.3,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328,14.2
4430,FDP40,4.555,Regular,0.034357169,Frozen Foods,112.7,OUT046,1997,Small,Tier1,Supermarket Type1,2684.5056,9.2
4431,FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8,OUT035,2004,Small,Tier1,Supermarket Type1,2712.4692,14.1
4432,DRK47,7.905,Low Fat,0.064011067,Hard Drinks,230.3,OUT013,1987,High,Tier 3,Supermarket Type1,4567.388,14.0
4433,FDR32,6.78,Regular,0.085981978,Fruits and Vegetables,228.5,OUT045,2002,,,Supermarket Type1,5480.8656,13.2
4434,FDS43,,Low Fat,0.040318693,Fruits and Vegetables,186.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,5033.448,14.5
4435,FDH50,15.0,Regular,0.161762835,Canned,185.9,OUT045,2002,,,Supermarket Type1,2581.9724,14.3
4436,FDZ09,17.6,Low Fat,0.104878967,Snack Foods,164.9,OUT046,1997,Small,Tier1,Supermarket Type1,2456.802,14.3
4437,FDS19,13.8,Regular,0.107469819,Fruits and Vegetables,77.8,OUT010,1998,,,Grocery Store,227.7036,14.6
4438,NCU30,5.11,Low Fat,0.034868095,Household,163.8,OUT035,2004,Small,Tier1,Supermarket Type1,2120.573,14.1
4439,FDI27,8.71,Regular,0.046079575,Dairy,43.6,OUT045,2002,,,Supermarket Type1,407.4696,13.0
4440,FDQ09,7.235,Low Fat,0.058083831,Snack Foods,113.7,OUT013,1987,High,Tier 3,Supermarket Type1,230.3668,14.6
4441,FDB35,12.3,Regular,0.064618976,Starchy Foods,89.9,OUT046,1997,Small,Tier1,Supermarket Type1,1286.3256,13.8
4442,DRD12,6.96,Low Fat,0.077178965,Soft Drinks,93.1,OUT035,2004,Small,Tier1,Supermarket Type1,2189.1504,14.1
4443,FDW07,18.0,Regular,0.142910689,Fruits and Vegetables,89.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,1859.5794,11.0
4444,DRE13,6.28,Low Fat,0.027682047,Soft Drinks,85.5,OUT013,1987,High,Tier 3,Supermarket Type1,1744.396,13.5
4445,FDR11,10.5,Regular,0.142511272,Breads,158.8,OUT035,2004,Small,Tier1,Supermarket Type1,2246.4092,14.8
4446,DRG36,14.15,low fat,0.09557165,Soft Drinks,171.0,OUT045,2002,,,Supermarket Type1,4106.6544,14.4
4447,DRD37,9.8,LF,0.02316823,Soft Drinks,47.5,OUT010,1998,,?,Grocery Store,186.424,14.2
4448,FDX03,15.85,Regular,0.061045133,Meat,44.8,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,13.0
4449,FDU46,10.3,Regular,0.011148865,Snack Foods,84.9,OUT045,2002,,?,Supermarket Type1,778.986,14.0
4450,FDV03,17.6,Low Fat,0.058091269,Meat,156.2,OUT046,1997,Small,Tier1,Supermarket Type1,2947.4966,13.1
4451,FDZ37,,Regular,0.019672774,Canned,86.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,1918.8356,14.7
4452,FDI24,10.3,Low Fat,0.078678276,Baking Goods,177.0,OUT013,1987,High,Tier 3,Supermarket Type1,3705.177,14.1
4453,FDX33,9.195,Regular,0.117667492,Snack Foods,159.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1283.6624,12.9
4454,FDG47,12.8,Low Fat,0.069902438,Starchy Foods,261.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,3410.2276,13.4
4455,FDZ57,10.0,Regular,0.037757166,Snack Foods,126.8,OUT035,2004,Small,Tier1,Supermarket Type1,1284.994,14.6
4456,FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.6,OUT035,2004,Small,Tier1,Supermarket Type1,785.644,12.7
4457,FDO49,,Regular,0.032892112,Breakfast,49.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,1518.024,14.7
4458,NCB43,20.2,Low Fat,0.100477461,Household,187.8,OUT017,2007,,?,Supermarket Type1,2245.0776,14.0
4459,NCL53,7.5,Low Fat,0.036228067,Health and Hygiene,175.2,OUT035,2004,Small,Tier1,Supermarket Type1,4427.57,11.7
4460,FDM01,7.895,Regular,0.094488485,Breakfast,100.7,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,14.0
4461,FDO12,15.75,Low Fat,0.055154296,Baking Goods,195.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1174.4712,14.4
4462,FDO13,,Low Fat,0.106907604,Breakfast,162.9,OUT019,1985,Small,Tier1,Grocery Store,493.3578,14.4
4463,FDI04,13.65,reg,0.073060301,Frozen Foods,196.2,OUT045,2002,,?,Supermarket Type1,2570.6538,14.5
4464,NCK05,20.1,Low Fat,0.077439606,Health and Hygiene,60.7,OUT035,2004,Small,Tier1,Supermarket Type1,980.0576,14.4
4465,FDP28,13.65,Regular,0.080968973,Frozen Foods,259.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,2609.936,12.7
4466,FDJ44,12.3,Regular,0.106492562,Fruits and Vegetables,176.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1395.5168,14.6
4467,FDS25,,Regular,0.139330557,Canned,109.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,3426.2068,11.9
4468,FDC02,21.35,Low Fat,0.068822477,Canned,258.3,OUT046,1997,Small,Tier1,Supermarket Type1,7028.8506,13.8
4469,FDT23,7.72,Regular,0.074669288,Breads,76.4,OUT013,1987,High,Tier 3,Supermarket Type1,1402.1748,13.0
4470,NCD31,12.1,Low Fat,0.025834128,Household,165.2,OUT010,1998,,?,Grocery Store,164.4526,14.5
4471,FDV19,14.85,Regular,0.035227697,Fruits and Vegetables,159.6,OUT013,1987,High,Tier 3,Supermarket Type1,2085.9514,12.0
4472,NCQ30,,Low Fat,0.050901814,Household,120.5,OUT019,1985,Small,Tier1,Grocery Store,365.5242,14.6
4473,NCD18,16.0,Low Fat,0.072965144,Household,231.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,4607.336,14.1
4474,FDL10,8.395,Low Fat,0.039492207,Snack Foods,97.3,OUT046,1997,Small,Tier1,Supermarket Type1,1091.2462,13.7
4475,FDX20,7.365,Low Fat,0.042552205,Fruits and Vegetables,225.2,OUT035,2004,Small,Tier1,Supermarket Type1,3395.58,14.6
4476,FDM32,20.5,Low Fat,0.020587886,Fruits and Vegetables,89.6,OUT013,1987,High,Tier 3,Supermarket Type1,1797.66,14.2
4477,FDR09,18.25,Low Fat,0.130095044,Snack Foods,257.3,OUT010,1998,,?,Grocery Store,517.9924,13.4
4478,FDL34,,Low Fat,0.040747616,Snack Foods,140.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,4093.3384,12.9
4479,NCK42,7.475,LF,0.013146636,Household,214.5,OUT045,2002,,?,Supermarket Type1,2804.3496,12.5
4480,FDU23,12.15,Low Fat,0.02176755,Breads,164.6,OUT045,2002,,?,Supermarket Type1,3797.7232,13.6
4481,DRI01,7.97,Low Fat,0.0,Soft Drinks,172.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,5690.5926,14.6
4482,FDG16,15.25,Low Fat,0.08995645,Frozen Foods,217.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,3235.788,12.1
4483,FDY56,16.35,Regular,0.062665642,Fruits and Vegetables,225.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1579.9434,14.1
4484,FDO24,11.1,Low Fat,0.176182345,Baking Goods,158.2,OUT035,2004,Small,Tier1,Supermarket Type1,1901.5248,13.9
4485,NCV29,11.8,Low Fat,0.022843501,Health and Hygiene,177.9,OUT046,1997,Small,Tier1,Supermarket Type1,4621.9836,12.8
4486,FDQ48,14.3,Regular,0.034411238,Baking Goods,98.7,OUT046,1997,Small,Tier1,Supermarket Type1,782.9808,13.8
4487,FDU15,13.65,Regular,0.0,Meat,36.7,OUT017,2007,,?,Supermarket Type1,755.0172,7.6
4488,FDS47,16.75,Low Fat,0.128861359,Breads,86.3,OUT035,2004,Small,Tier1,Supermarket Type1,1406.1696,14.4
4489,FDO50,16.25,Low Fat,0.078290271,Canned,93.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,1194.4452,13.7
4490,FDW48,18.0,Low Fat,0.008539208,Baking Goods,81.3,OUT035,2004,Small,Tier1,Supermarket Type1,402.809,9.1
4491,FDV20,20.2,Regular,0.100095288,Fruits and Vegetables,125.3,OUT010,1998,,?,Grocery Store,127.1678,14.5
4492,FDW47,15.0,Low Fat,0.046447328,Breads,121.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,2436.828,14.2
4493,FDA07,,Regular,0.030794774,Fruits and Vegetables,122.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,4532.7664,7.6
4494,FDZ16,,Regular,0.159081735,Frozen Foods,193.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,4649.9472,10.6
4495,FDN09,,low fat,0.034705807,Snack Foods,241.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,4873.656,14.6
4496,FDB50,13.0,Low Fat,0.154487495,Canned,77.3,OUT017,2007,,?,Supermarket Type1,1246.3776,13.4
4497,NCL06,14.65,Low Fat,0.072178679,Household,263.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,5233.188,14.7
4498,DRG03,,Low Fat,0.061686402,Dairy,154.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,5229.1932,11.8
4499,DRM59,5.88,Low Fat,0.003599378,Hard Drinks,152.3,OUT045,2002,,?,Supermarket Type1,3075.996,13.7
4500,FDU25,12.35,Low Fat,0.026832182,Canned,57.3,OUT017,2007,,?,Supermarket Type1,1332.2658,14.7
4501,NCU42,9.0,Low Fat,0.019616991,Household,169.6,OUT017,2007,,?,Supermarket Type1,2526.711,14.0
4502,FDH21,10.395,LF,0.05226427,Seafood,158.5,OUT010,1998,,,Grocery Store,158.4604,13.2
4503,DRO47,10.195,Low Fat,0.112203445,Hard Drinks,111.8,OUT035,2004,Small,Tier1,Supermarket Type1,1697.79,13.9
4504,FDC44,,Low Fat,0.171761077,Fruits and Vegetables,115.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,5351.0346,14.0
4505,NCL29,9.695,Low Fat,0.114170506,Health and Hygiene,159.0,OUT045,2002,,,Supermarket Type1,1743.0644,11.4
